id,text,question_code_type,tags,class
15525553,authenticate string ip string user string password jsch jsch jsch session session jsch get session user ip session set password password session set user info user info impl password session connect system println yes session disconnect jsch exception print stack trace private user info impl user info string password user info impl string password password password override string get passphrase null override string get password password override prompt passphrase string arg0 true override prompt password string arg0 true override prompt yes no string arg0 true override show message string arg0,function,"['java', 'firewall', 'telnet', 'jsch']",ssh
3549183,connection conn connection remote host name conn connect boolean authenticated conn authenticate with password username password local port forwarder lpf1 conn create local port forwarder new port remote host name integer parse int remote host port,code_block,"['java', 'ssh', 'tunnel', 'ganymede']",ssh
49615639,java io input stream import com jcraft jsch channel import com jcraft jsch channel exec import com jcraft jsch jsch import com jcraft jsch session public jsch example sshconnection public main string args string host hostname string user sshuser string password sshpwd string command1 ls java util properties config java util properties config put strict host key checking jsch jsch jsch session session jsch get session user host session set password password session set config config session connect system println connected channel channel session open channel exec channel exec channel set command command1 channel set input stream null channel exec channel set err stream system err input stream channel get input stream channel connect tmp true available read tmp system print string tmp channel closed system println exit status channel get exit status thread sleep exception ee channel disconnect session disconnect system println done exception print stack trace,class,"['java', 'selenium', 'docker', 'jsch']",ssh
37497257,src main java import java io buffered reader import java io input stream import java io input stream reader import java io output stream import java io print stream import java util concurrent time unit import javax swing joption pane import net sf expectit expect import net sf expectit expect builder import net sf expectit matcher matcher import net sf expectit matcher matchers import net sf saxon functions contains import com eviware soapui support scripting soap uiscript engine import com jcraft jsch channel import com jcraft jsch channel exec import com jcraft jsch jsch import com jcraft jsch jsch exception import com jcraft jsch session import com jcraft jsch user info public sshconnect string remote file home john test txt public main string args string user user string password password string host hostname port try jsch jsch jsch jsch session session jsch get session user host port session set password password session set config strict host key checking system println establishing connection session connect channel channel session open channel exec channel connect system println chanel connect expect expect expect builder inputs channel get input stream output channel get output stream timeout time unit seconds exception on failure build expect interact expect expect send line ssh server name string check1 expect expect contains could expect send line yes string check expect expect contains password expect send line password system println check check1 exception system err print error message matcher contains string string matcher matcher matchers contains string matcher,class,"['java', 'ssh', 'expect', 'jsch', 'expectit']",ssh
29495152,sqoop import net neoremind sshxcute core result import net neoremind sshxcute core sshexec import net neoremind sshxcute core conn bean import net neoremind sshxcute task custom task import net neoremind sshxcute task impl exec command public test ssh public main string args exception conn bean cb conn bean miracle miracle sshexec ssh sshexec get instance cb ssh connect custom task sample task2 exec command sqoop connect jdbc oracle thin xe username ouser password oracleuser table branch target dir user branch result res ssh exec sample task2 res success system println return code res rc system println sysout res sysout else system println return code res rc system println error message res error msg ssh disconnect,class,"['java', 'oracle', 'bash', 'hadoop', 'sqoop']",ssh
50653952,string host string user aaa string password ppp jsch js jsch session session js get session user host session set password password properties config properties config put strict host key checking session set config config session connect,code_block,"['java', 'ssh', 'jsch']",ssh
18835756,jsch jsch jsch channel sftp sftp channel session session channel channel output stream os session jsch get session username host session set password password session set config strict host key checking session connect channel session open channel sftp channel connect sftp channel channel sftp channel os sftp channel get output stream exception,code_block,"['java', 'ssh', 'jsch']",ssh
21736048,exec string str command exception unable to exec command jsch jsch jsch session session null channel exec channel null session jsch get session user host user info ui cycl ops jsch user info password session set user info ui session connect channel channel exec session open channel exec channel set command str command channel set input stream null input stream channel get input stream input stream err channel get err stream channel connect get output defined get output channel err jsch exception ioexception exception unable to exec command unable execute str command string channel null channel disconnect session null session disconnect private get output channel exec channel input stream input stream err ioexception tmp true available read tmp ssh logger log output from ssh string tmp err available err read tmp ssh logger log output from ssh string tmp channel closed channel get exit status thread sleep exception ee,function,"['java', 'ssh', 'jsch']",ssh
12699854,local port create baisc data source final string database url jdbc mysql localhost local port database ssh tunnel final jsch jsch jsch jsch add identity ssh key path session jsch get session ec2username ec2host session set timeout session set config strict host key checking session connect session set port forwarding local port rds host,code_block,"['java', 'mysql', 'ssh', 'amazon-rds', 'jsch']",ssh
33592377,sshserver restart package import com jcraft jsch channel exec import com jcraft jsch jsch import com jcraft jsch session import java beans xmldecoder import java io import java net url import java util properties public sshserver restart main string args ioexception config config config try url location sshserver restart get protection domain get code source get location config init configuration location get path config xml system println konfiguration geladen jsch jsch jsch session session jsch get session config get user config get server name config get server port session set password config get password properties props properties props put strict host key checking session set config props session connect channel exec channel channel exec session open channel exec system println server wird neu gestartet channel set command reboot channel connect channel disconnect session disconnect system println beliebige taste drücken um das programm zu beenden system read exception system err println get message system println beliebige taste drücken um das programm zu beenden system read config init configuration string filename ioexception config config temp config try file input stream fis file input stream filename buffered input stream bis buffered input stream fis xmldecoder xml decoder xmldecoder bis config temp config xml decoder read object xml decoder close exception system err println get message system println beliebige taste drücken um das programm zu beenden system read config temp,class,"['java', 'eclipse', 'ssh', 'jar']",ssh
16930690,exec main string args ioexception sshclient ssh sshclient ssh load known hosts ssh connect localhost ssh auth publickey system get property user name session session ssh start session command cmd session exec ping google com system println ioutils read fully cmd get input stream string cmd join time unit seconds system println exit status cmd get exit status session close ssh disconnect,class,"['java', 'session', 'client', 'disconnect', 'sshj']",ssh
16127200,com jcraft jsch import java io public konsep string status string username string hostname string inputcommand string output session session jsch jsch jsch string status string stringstatus stringstatus status stringstatus string input command string inputcommandstatus inputcommandstatus inputcommand inputcommandstatus connect string usernamelokal string hostnamelokal string password port jsch jsch jsch session sessionlokal jsch get session usernamelokal hostnamelokal port sessionlokal set password password user info ui user infoku infoku sessionlokal set user info ui sessionlokal set timeout sessionlokal connect status tersambung username usernamelokal hostname hostnamelokal session sessionlokal system println username hostname exception system println status exception disconnect jsch jsch jsch session sessionlokal jsch get session username hostname system println username hostname sessionlokal disconnect status wes pedhoott exception system println status exception add route jsch jsch jsch system println username hostname session sessionlokal session jsch get session username hostname channel channel sessionlokal open channel exec channel exec channel set command inputcommand channel set input stream null channel connect channel exec channel set err stream system err input stream channel get input stream channel connect tmp true available read tmp system print string tmp channel closed system println exit status channel get exit status thread sleep exception ee channel disconnect exception system println,class,"['java', 'session', 'ssh', 'jsch', 'keep-alive']",ssh
26303706,send string sftp host sftp port string user string ssh private key path string ssh passphrase string sftp dir string file name session session null channel channel null channel sftp channel sftp null file input stream fis null jsch jsch jsch jsch add identity ssh private key path ssh passphrase java util properties config java util properties config put strict host key checking session set config config session connect channel session open channel sftp channel connect channel sftp channel sftp channel channel sftp cd sftp dir file file file name fis file input stream channel sftp put fis get name channel sftp overwrite exception ex logger error sending file failed ex runtime exception ex fis null fis close ioexception logger error error closing stream channel sftp null channel sftp exit channel null channel disconnect session null session disconnect,function,"['java', 'ssh', 'sftp', 'jsch']",ssh
60727970,string somemail gmail com string somemail example com final string username somemail example com somemail final string password password string host mail example com properties props properties props put mail smtp auth true props put mail smtp starttls enable true output mail smtp ssl enable props put mail smtp host host props put mail smtp port props put mail smtp user username props put mail smtp password password session session session get instance props javax mail authenticator password authentication get password authentication password authentication username password session set debug true try message message mime message session message set from internet address message set recipients message recipient type to internet address parse message set subject testing subject message set text hello sample check send email using java mail api transport send message system println sent message successfully messaging exception runtime exception,code_block,"['java', 'email', 'smtp', 'postfix-mta', 'dovecot']",ssh
35088220,some stuff jsch conn jsch conn add identity path privatekey path key null jsch exception print stack trace session session null session conn get session userid localhost properties config properties config put strict host key checking session set config config session connect jsch exception print stack trace channel exec channel null channel channel exec session open channel exec buffered reader buffered reader input stream reader channel get input stream channel set command ls la channel connect string msg null msg read line null system println msg jsch exception todo auto generated block print stack trace ioexception todo auto generated block print stack trace system println channel get exit status channel disconnect system println channel closed system println channel get exit status session disconnect system println channel get exit status,function,"['java', 'ssh', 'jsch']",ssh
26403422,string execute sshcommand string pattern string list files search rez string builder buffered reader br null string line cmd null adding symbol pattern pattern pattern channel channel session open channel exec cmd zgrep pattern list files log debug executing next ssh command cmd channel exec channel set command cmd channel set input stream null channel exec channel set err stream system err input stream channel get input stream channel connect read server output br buffered reader input stream reader true cancel line br read line null cancel search rez append line channel closed log debug exit status execute ssh command channel get exit status thread sleep exception ee log error ee cancel log debug search canceled user channel set input stream null null close null br null br close br null thread sleep exception ee log error ee channel disconnect session disconnect log debug search pattern log file complete exception ex log error ex log debug rezult string next value search rez string search rez string,function,"['java', 'swing', 'jsch']",ssh
27847599,jsch sch jsch session session sch get session username hostname properties config properties config put strict host key checking session set config config session set password password session connect channel channel session open channel shell expect expect expect builder output channel get output stream inputs channel get input stream channel get ext input stream echo output system echo input system err exception on failure build channel connect expect expect contains expect send line show rules string response expect expect regexp get before system println response expect send line exit expect close channel disconnect session disconnect,code_block,"['java', 'multithreading', 'jsch']",ssh
44025806,com jcabi ssh ssh import com jcabi ssh shell class main main string args exception string hello shell plain ssh pi raspberry exec echo hello world,class,"['java', 'ssh']",ssh
7741576,exists string path channel exec channel exec session open channel exec here would like sure path completely valid set command path echo file exists echo file exists input stream get input stream connect byte array output stream byte array output stream ioutils copy close close system println string utf disconnect jsch exception print stack trace ioexception print stack trace todo auto generated method stub false,function,"['java', 'ssh', 'jsch']",ssh
7832176,string arr1 string arr length read config rc read config rc read config hostname rc hostname username rc username password rc password arr length arr1 arr system println array value arr1 string com arr1 string trim system println com create connection instance conn connection hostname now connect conn connect authenticate if get ioexception saying something like authentication method password supported server stage please check faq authenticated conn authenticate with password username password authenticated false ioexception authentication failed create session sess conn open session sess exec command com obj append pass exception obj append fail session sess1 conn open session system println here information remote host input stream stdout stream gobbler sess get stdout buffered reader br buffered reader input stream reader stdout true string line br read line line null system println line show exit status available otherwise null system println exit code sess get exit status exception todo handle exception close session obj close sess close close connection conn close,code_block,"['java', 'linux', 'ssh']",ssh
12980041,execute command session sess string cmd print stream pstream system println about execute cmd try channel exec chnl channel exec sess open channel exec chnl set input stream null chnl set err stream system err chnl set command cmd input stream chnl get input stream chnl connect tmp true available read tmp pstream print string tmp chnl closed pstream println exit status chnl get exit status try thread sleep exception ee chnl disconnect exception ex ex print stack trace,function,"['java', 'ssh', 'jsch']",ssh
21595088,connection conn connection hostname conn connect boolean authenticated conn authenticate with password username password authenticated false ioexception authentication failed session session conn open session session exec command grep traceid trace log input stream stdout stream gobbler session get stdout buffered reader br buffered reader input stream reader stdout true string line br read line line null system println line system println exit code session get exit status session close conn close,code_block,"['java', 'session', 'ssh']",ssh
35681881,java io input stream import com jcraft jsch channel import com jcraft jsch channel exec import com jcraft jsch jsch import com jcraft jsch session public sshcommand executor param args main string args string host localhost string user root string password xxxxx string command1 minicom java util properties config java util properties config put strict host key checking jsch jsch jsch session session jsch get session user host session set password password session set config config session connect system println connected channel channel session open channel exec channel exec channel set command command1 channel set input stream null channel exec channel set err stream system err input stream channel get input stream channel connect tmp true available read tmp system print string tmp channel closed system println exit status channel get exit status thread sleep exception ee channel disconnect session disconnect system println done exception print stack trace,class,"['java', 'sms', 'jsch']",ssh
50395053,main activity app compat activity text view info view text view find view by id id info view override create bundle saved instance state create saved instance state ssh connect task execute ssh connect task async task void void void void in background void params stuff null override post execute void void post execute void info view set text asd,class,"['java', 'android', 'android-asynctask']",ssh
37451307,test5 web driver web driver main string args awtexception interrupted exception jsch exception ioexception string host host string user user string password password string command1 ssh app host com string user pc system get property user name string path home user pc desktop screen shot downloads firefox profile profile firefox profile profile set preference browser download folder list profile set preference browser download dir path profile set preference browser helper apps never ask save to disk application pdf text csv application csv application octet stream text plain text pdf application vnd google earth kml xml web driver firefox driver profile link links link trd web driver get http app links ams admin loginservice thread sleep web driver close java util properties config java util properties config put strict host key checking no config put preferred authentications password jsch jsch jsch com jcraft jsch session session jsch get session user host session set password password session set config config session set config preferred authentications password session connect channel channel session open channel shell channel connect expect expect expect builder output channel get output stream inputs channel get input stream channel get ext input stream echo output system echo input system err build expect send line less app logs jboss server log qwetest103 txt thread sleep print stream print stream file output stream home user pc desktop screen shot log text txt system set out string format jpg rectangle screen rect rectangle toolkit get default toolkit get screen size buffered image screen full image robot create screen capture screen rect image io write screen full image format file home user pc desktop screen shot log log date png,class,"['java', 'ubuntu', 'selenium-webdriver']",ssh
51359107,run command string user string password string host string command string yesorno java util properties config java util properties config put strict host key checking jsch jsch jsch session session session jsch get session user host session set password password session set config config session connect system println connected host channel channel session open channel exec channel exec channel set command command channel set input stream null output stream channel get output stream channel exec channel set err stream system err input stream channel get input stream channel exec channel set pty true channel connect write password get bytes flush output stream out1 channel get output stream tmp true available read tmp system print string tmp string tmp lower case contains out1 write yesorno get bytes out1 flush string tmp contains password out1 write password get bytes out1 flush channel closed system println exit status channel get exit status channel disconnect session disconnect system println done jsch exception ioexception print stack trace,function,"['java', 'ajax', 'jsch']",ssh
17045222,sshconnect action performed java awt event action event evt string host phoneip get text string username root string password passwd get text connection conn connection host conn connect ioexception ex logger get logger backup get name log level severe null ex progress set text connection failed done connection stuffs instance authenticated conn authenticate with password username password ioexception ex logger get logger backup get name log level severe null ex progress set text authentication failed session sess conn open session sess exec command cd bin useless believe ioexception ex logger get logger backup get name log level severe null ex progress set text session failed sftpv3client client sftpv3client conn file tmp file file test txt file writer fw file writer tmp file fw write test fw flush fw close temporary file sftpv3file handle handle client create file bin tmp file get name file input stream fis file input stream tmp file buffer offset fis read buffer start writing file client write handle offset buffer offset write file bin client close file handle handle closed progress set text done client close ioexception ex logger get logger backup get name log level severe null ex progress set text sftp failed failure,function,"['java', 'file', 'netbeans', 'ssh']",ssh
46549354,string builder sb string builder sb append u01 app oracle jdk1 bin java cp u01 app oracle product oracle home wlserver server lib weblogic jar weblogic wlst sb append connect weblogic console pass full address sb append domain runtime sb append cd server life cycle runtimes server name sb append cmo shutdown sb append start server name server string command sb string jsch jsch jsch session session jsch get session user host port session set user info oracle user info pass session connect channel channel session open channel exec channel exec channel set command command channel set input stream null channel exec channel set err stream system err input stream channel get input stream channel connect byte tmp true available read tmp system print string tmp channel closed available system println exit status channel get exit status thread sleep exception ee channel disconnect session disconnect,code_block,"['java', 'ssh', 'weblogic', 'jsch', 'wlst']",ssh
28727935,ssh public string connection string hostname xx xx xx xx string login xxxxx string pwd string result connection connection connection hostname connection connect authenticated connection authenticate with password login pwd authenticated false ioexception authentication failed session session connection open session session exec command uname input stream stream stream gobbler session get stdout buffered reader buffered reader buffered reader input stream reader stream true string line buffered reader read line line null result line session close connection close ioexception print stack trace system err system exit result,class,"['java', 'android', 'ssh']",ssh
10559688,string host xxxxx xxx edu string user username string password password session session null try set strict host key checking property avoid unknown host key issue java util properties config java util properties config put strict host key checking jsch jsch jsch session jsch get session user host session set password password session set config config session connect,code_block,"['java', 'gwt', 'jdbc', 'ssh', 'jsch']",ssh
4038902,properties properties properties properties set property strict host key checking session session jsch get session user name address port session set password password session set config properties session connect channel sftp channel channel sftp session open channel sftp channel connect channel channel cd scpdir channel put byte array input stream windows style string get bytes file name channel disconnect session disconnect,code_block,"['java', 'sftp', 'line-endings', 'jsch']",ssh
44842194,request mapping value download attachment method request method post produces media type application octet stream value public download attachment request param value file name string file name request param value file path string file path request param value file id string file id http servlet response response locale locale exception input stream null file name empty file path empty file id empty string directory file path java util properties config java util properties config put strict host key checking jsch ssh jsch session session ssh get session sftp login sftp address session set config config session set password sftp password session connect logger info connection server established channel channel session open channel sftp channel connect channel sftp sftp channel sftp channel sftp cd directory sftp get file name channel disconnect session disconnect ioutils copy response get output stream close response get output stream close response flush buffer,function,"['java', 'angularjs', 'spring-mvc', 'sftp', 'jsch']",ssh
