id,text,question_code_type,tags,class
13680057,download file tpc credentials dto dto logger trace entering download file method session session null channel channel null channel sftp channel sftp null success false jsch jsch jsch session jsch get session dto get username dto get host dto get port session set password dto get password session set config strict host key checking session connect logger info connected dto get host channel session open channel sftp channel connect channel sftp channel sftp channel list string files to download get files to download dto channel sftp files to download empty string file download name files to download success false output stream output file output stream download blt channel sftp get blt output success true success logger info server constants download success msg file download name output close logger info server constants no files to download server utils get date time success true jsch exception ex logger error server constants sftp refused connection ex sftp exception ex logger error server constants file download failed ex ioexception ex logger error server constants file not found ex exception ex logger error server constants error ex channel sftp connected session disconnect channel disconnect channel sftp quit logger info server constants ftp disconnect exception ioe logger error server constants ftp not disconnect ioe logger trace exiting download file method sftp channel get filename outputstream throwing error,invalid,"['java', 'sftp', 'jsch']",sftp
26430056,eproject pdf import java io file import java io file input stream import java io ioexception import java io input stream import org apache commons net ftp ftpclient public test main string args system println start upload file string source file pdf d00001 pdf string pdf name d00001 pdf string pdf dest folder pdf string ftp host itsa pingable host string ftp username username string ftp password password ftpclient ftp ftpclient ftp set connect timeout ftp connect ftp host ftp login ftp username ftp password ftp set file type ftpclient binary file type ftp enter local passive mode input stream input file input stream file pdf name ftp store file pdf dest folder pdf name input ftp logout ftp disconnect ioexception print stack trace system println done,class,"['java', 'ftp', 'sftp', 'apache-commons-net']",sftp
33262447,jsch jsch jsch session jsch get session myserver com session set password redacted test care security properties props properties props put strict host key checking session set config props session connect final channel sftp channel channel sftp session open channel sftp input stream channel get home totallyexistingfile txt,code_block,"['java', 'sftp', 'jsch']",sftp
57816894,buffered reader boolean bl result sftp bean connect xx xxx xx xx xxxx xxxx bl result system println successfull connection string path home folder upload string http xx xxx xx upload bl result sftp bean upload file data result path bl result output stream os null input stream null url url url http xx xxx xx folder test php test result urlconnection conn url open connection conn connect buffered reader new input stream reader conn get input stream string input line input line read line null system println input line close,code_block,"['java', 'php']",sftp
55613364,main string jsch jsch jsch session session jsch get session root localhost session set password root java util properties config java util properties config put strict host key checking session set config config session connect channel channel session open channel sftp channel connect channel sftp channel sftp channel sftp channel channel sftp cd orderstatus vector channel sftp ls entry list channel sftp ls txt channel sftp ls entry entry list system println entry get filename channel sftp rename test txt orderstatus test1 test txt channel sftp exit session disconnect exception ex ex print stack trace,function,"['java', 'sftp']",sftp
24429011,string host string user account string key dir channel sftp sftp channel session session channel channel public send list path files to send string destination sftp exception ioexception sftp channel null logger error failed create sftp channel path file files to send send file destination summary sent files sftpchannel public send path file string destination sftp exception ioexception sftp channel null logger error failed create sftp channel sftp channel put files new input stream file destination file separator file get file name end send end class,code_block,"['java', 'sftp', 'jsch']",sftp
3335884,ftpclient client ftpclient client connect ftp secureftp test com client login test test string names client list names string name names system println name name ftpfile ftp files client list files ftpfile ftp file ftp files check ftpfile regular file ftp file get type ftpfile file type system println ftpfile ftp file get name file utils byte count to display size ftp file get size client logout client disconnect exception print stack trace,code_block,"['java', 'ftp', 'sftp']",sftp
31726204,main string args string user john string password mypassword string host int port try jsch jsch jsch session session jsch get session user host port session set password password session set config strict host key checking system println establishing connection session connect system println connection established system println crating sftp channel channel sftp sftp channel channel sftp session open channel sftp sftp channel connect system println sftp channel created input stream null sftp channel get remote file buffered reader br buffered reader input stream reader string line line br read line null system println line br close catch exception system err print,function,"['java', 'ssh', 'connection', 'sftp', 'jsch']",sftp
29092389,java io file import java io file input stream import com jcraft jsch channel import com jcraft jsch channel sftp import com jcraft jsch jsch import com jcraft jsch session public folder transfer folder transfer main string args string sftphost hostname sftpport string sftpuser admin string sftppass password string sftpworkingdir cygdrive users admin session session null channel channel null channel sftp channel sftp null jsch jsch jsch session jsch get session sftpuser sftphost sftpport session set password sftppass java util properties config java util properties config put strict host key checking session set config config session connect channel session open channel sftp channel connect channel sftp channel sftp channel channel sftp cd sftpworkingdir file file users admin desktop abcd channel sftp put file input stream get name system println done exception ex ex print stack trace,class,"['java', 'ssh', 'jsch']",sftp
46469655,autowired private job launcher job launcher public string output dir temp dir value sftp remote host private string sftp remote host value sftp remote user private string sftp username value sftp remote password private string sftp password value sftp remote folder private string sftp folder bean public default sftp session factory sftp session factory default sftp session factory factory default sftp session factory factory set host sftp remote host factory set allow unknown keys true factory set user sftp username factory set password sftp password factory bean public sftp inbound file synchronizer sftp inbound file synchronizer sftp inbound file synchronizer file synchronizer sftp inbound file synchronizer sftp session factory file synchronizer set delete remote files false file synchronizer set remote directory sftp folder file synchronizer set filter sftp simple pattern file list filter csv file synchronizer bean inbound channel adapter channel sftp channel poller poller fixed delay public message source file sftp message source sftp inbound file synchronizing message source source sftp inbound file synchronizing message source sftp inbound file synchronizer source set local directory file output dir source set auto create local directory true source set local filter accept once file list filter source bean service activator input channel sftp channel public message handler handler file writing message handler handler file writing message handler file output dir handler set file exists mode file exists mode replace handler set expect reply true handler set output channel name parse csv channel handler service activator input channel parse csv channel output channel job channel public job launch request adapt file file exception job parameters job parameters job parameters builder add string input file file get absolute path job parameters job launch request batch configuration job job parameters service activator input channel job channel output channel finish public job launching message handler job handler job launch request request job execution exception job launching message handler job launcher launch request service activator input channel finish public finish system println finish,code_block,"['java', 'spring', 'spring-integration', 'spring-batch']",sftp
25318056,sshclient ssh sshclient ssh add host key verifier sftp key fingerprint ssh connect sftp server hostname ssh auth password sftp user sftp password string src file to ftp get file name string sftpclient sftp ssh new sftpclient sftp put file system file src success true sftp close ssh disconnect,code_block,"['java', 'sftp', 'sshj']",sftp
55000133,session get sftp client connection exception jsch sch jsch session session sch get session user name host name port zsutil proxy enabled session set proxy proxy setting get proxy http session set password password java util properties config java util properties config put apiconstants strict host key checking apiconstants no session set config config session connect zsproperties get service prop as integer apiconstants connection timeout session connected logger log level severe sftp server connected successfully no i18n sdpapiexception sdpapiexception internal error session public proxy http get proxy http proxy http proxy http proxy http get proxy host name get proxyport proxy http set user passwd get proxy user name get proxy password proxy http,function,"['java', 'sftp']",sftp
60121695,configuration public sftp configuration value sftp host string sftp host value sftp user string sftp user value sftp pass string sftp pass value sftp port integer sftp port bean session factory ls entry sftp session factory default sftp session factory factory default sftp session factory true factory set host sftp host factory set port sftp port factory set user sftp user factory set password sftp pass factory set allow unknown keys true caching session factory ls entry factory bean sftp inbound file synchronizer sftp inbound file synchronizer sftp inbound file synchronizer file synchronizer sftp inbound file synchronizer sftp session factory file synchronizer set delete remote files false file synchronizer set remote directory upload file synchronizer bean inbound channel adapter channel sftp channel poller poller cron message source file sftp message source sftp inbound file synchronizing message source source sftp inbound file synchronizing message source sftp inbound file synchronizer source set local directory file sftp folder source set auto create local directory true source bean service activator input channel sftp channel message handler handler message handler override handle message message message messaging exception file file message get payload processing class process file sftp outbound gateway sftp og sftp outbound gateway sftp session factory rm upload get name quo crm exception logger error file process errors file deleted get message,class,"['java', 'spring-integration', 'spring-integration-sftp']",sftp
7393545,test jsch creates instance test commons net public test jsch main unit test program param args command line arguments public main string args string ftp host ftp port ftp port string ftp user name kedar string ftp password xxxxxxxxxxx string ftp remote directory kedar java ftp folder string file to transmit kedar java file folder customer txt string identityfile kedar java ftp certificate crt first create jsch session jsch set logger my logger system println creating session jsch jsch jsch string known hosts filename windows system32 drivers etc hosts jsch set known hosts known hosts filename jsch add identity identityfile session session null channel channel null channel sftp null now connect sftp sftp server create session sending username password session jsch get session ftp user name ftp host ftp port system println session created session set password ftp password security add provider com sun crypto provider sun jce setup strict host key checking dont get unknown host key exception java util properties config java util properties config put strict host key checking session set config config session connect system println session connected open sftp channel system println opening channel channel session open channel sftp channel connect channel sftp channel exception system err println unable connect ftp server string change remote directory system println changing ftp remote dir ftp remote directory cd ftp remote directory send file generated file file file to transmit system println storing file remote filename get name put file input stream get name exception system err println storing remote file failed string disconnect ftp server quit exception exc system err println unable disconnect ftpserver exc string exception system err println error string system println process complete system exit public my logger com jcraft jsch logger java util hashtable name java util hashtable name put integer debug debug name put integer info info name put integer warn warn name put integer error error name put integer fatal fatal enabled level true log level string message system err print name get integer level system err println message,class,"['java', 'ftp', 'sftp', 'jsch']",sftp
32970559,open jsch session jsch jsch jsch session jsch get session username host session set password password session set config strict host key checking session set timeout session connect open sftp connection channel sftp sftp channel channel sftp session open channel sftp sftp channel connect download xml file local directory byte buffer final buffered input stream bis buffered input stream sftp channel get file xml delivery progress monitor final buffered output stream bos buffered output stream file output stream target file int read count read count bis read buffer bos write buffer read count closing cleanup resources,code_block,"['java', 'utf-8', 'character-encoding', 'sftp', 'jsch']",sftp
16517191,ftpclient ftp client ftpclient ftp client connect ftp client login root re123set exception java net connect exception connection refused java net plain socket impl socket connect native method java net abstract plain socket impl connect abstract plain socket impl java java net abstract plain socket impl connect to address abstract plain socket impl java java net abstract plain socket impl connect abstract plain socket impl java java net socks socket impl connect socks socket impl java java net socket connect socket java org apache commons net socket client connect socket client java org apache commons net socket client connect socket client java,code_block,"['java', 'ftp', 'sftp']",sftp
56906764,session session null channel sftp channel sftp null log info file get original filename log info privatekey jsch jsch jsch jsch add identity privatekey log info identity added session jsch get session username hostname portno log info session created session set password password properties config properties config put strict host key checking session set config config session set timeout session connect log info session connected channel sftp channel sftp session open channel sftp log info channel opened log info channel sftp string channel sftp set input stream system channel sftp set output stream system channel sftp connect log info channel connected channel sftp cd destination log info file get original filename channel sftp put file get input stream file get original filename channel sftp overwrite channel sftp put file get input stream file get original filename channel sftp disconnect session disconnect,code_block,"['java', 'ssh', 'jsch', 'private-key']",sftp
44410860,main string args send my files send my files send my files send my files start ftp useragent log public start ftp string file to ftp props properties standard file system manager manager standard file system manager props load file input stream properties properties filename string server address string user id username string password password string remote directory local home client files check file exists string filepath file to ftp file file file filepath file exists runtime exception error local file found initializes file manager manager init setup sftp configuration file system options opts file system options sftp file system config builder get instance set strict host key checking opts sftp file system config builder get instance set user dir is root opts true sftp file system config builder get instance set timeout opts create sftp uri using host name userid password remote path file name string sftp uri sftp user id password server address remote directory create local file object file object local file manager resolve file file get absolute path create remote file object file object remote file manager resolve file sftp uri opts copy local file sftp server remote file copy from local file selectors select self system println file upload successful exception ex ex print stack trace false manager close true,function,"['java', 'sftp', 'apache-commons-vfs']",sftp
46210039,channel sftp create session string sftp user name string sftp host sftp port jsch jsch jsch channel channel null channel sftp null string private key exec id rsa session null session jsch get session sftp user name sftp host sftp port session set password sftp password jsch add identity private key session set config preferred authentications publickey keyboard interactive password java util properties config java util properties config put strict host key checking session set config config session connect channel session open channel sftp channel connect channel sftp channel exception print stack trace public integer download file channel sftp channel sftp string file to be copied string folder path file downloaded channel sftp cd folder path output stream output file output stream users system get property user name downloads file to be copied channel sftp set filename encoding utf channel sftp get file to be copied output file downloaded file not found exception file downloaded print stack trace sftp exception file downloaded print stack trace exception file downloaded file downloaded public upload files channel sftp channel sftp string working file string ftp remote default directory string working directory flag false working file null working file equals ignore case channel sftp cd ftp remote default directory file file working directory working file channel sftp set filename encoding utf channel sftp put file input stream get name flag true exception print stack trace destroy session channel sftp exception print stack trace flag,function,"['java', 'sftp', 'jsch']",sftp
33330291,var jsch jsch jsch set config strict host key checking var session jsch get session username hostaddress portnumber session set password password session connect var channel session open channel sftp channel connect channel cd direcotry var directory list channel ls txt,code_block,"['java', 'jsch', 'e4x', 'mirth']",sftp
17060027,main view jframe sftp progress monitor logger log logger get logger main view string source jprogress bar progress bar jbutton button main view init components init components button jbutton send button add action listener action listener if clicked send event controller progress bar jprogress bar do init stuff override count byte transfered transfered progress bar get value transfered byte transfered progress bar set value transfered true override end log info transfer source finished override init op string src string dest max progress bar set value progress bar set minimum progress bar set maximum max source src public controller main view view sftp client ftp server server controller server server view main view ftp sftp client server view set visible true send executor executor executors new single thread executor executor execute runnable run file test file file path to file file txt string remote dir my remote dir ftp put test file remote dir test file get name view main string args controller controller controller public sftp client logger log logger get logger sftp client connection port number port secured protocol name string protocol sftp connection time milliseconds time out server server this serves central configuration point factory session objects configured settings jsch client session represents connection ssh server session session channel connected secured server subsystem ssh server channel sftp channel sftp value returned last executed command exit value sftp client server server client jsch server server connect authentication exception exception client null client jsch session null session client get session server get login server get address port session set config strict host key checking session set password server get password log debug enabled log debug connecting server get address login server get login session connected session connect time out channel sftp null channel sftp connected false channel session open channel protocol connect disconnect previous channel killed properly channel sftp null channel sftp connected channel sftp disconnect channel sftp channel sftp log info enabled log info connected server get address login server get login jsch exception auth fail equals get message authentication exception exception connect string path authentication exception exception connect channel sftp null channel sftp connected channel sftp cd path override disconnect channel sftp null channel sftp connected channel sftp disconnect channel sftp exit session null session connected session disconnect log info enabled log info secured ftp disconnected override put file local file string dest path sftp progress monitor monitor exception put local file dest path local file get name monitor override put file local file string dest path string remote file name sftp progress monitor monitor exception log info enabled log info send file local file server dest path local file null exit value log error the given local file null aborting tranfer local file exists exit value log error local file exist aborting tranfer local file read exit value log error cannot read local file aborting tranfer input stream input buffered input stream file input stream local file input null input available exit value log error cannot read file local file connect dest path channel sftp put input remote file name monitor exit value channel sftp get exit status sftp exception ioexception channel sftp null channel sftp connected channel sftp disconnect channel sftp exit ioutils close quietly input,class,"['java', 'progress-bar', 'sftp', 'jsch']",sftp
10637586,string pvtkey unixpath id dsa channel sftp sftp null jsch jsch jsch session session null jsch set known hosts unixpath known hosts jsch add identity pvtkey session jsch get session user connection url properties config properties config put strict host key checking session set config config session connect code never gets called jsch exception log info get message log error get cause,code_block,"['java', 'sftp', 'jsch']",sftp
42975994,jsch ssh jsch jsch set config file transfer constants strict host key checking file transfer constants no session session ssh get session user name host port session set password password session connect channel channel session open channel file transfer constants sftp channel connect channel sftp sftp channel sftp channel sftp cd remote directory path sftp lcd local directory path sftp get remote directory path remote file name remote file name,code_block,"['java', 'unix', 'sftp', 'sudo', 'jsch']",sftp
41622662,ftp main string args jsch jsch jsch jsch set known hosts known hosts path private key path paths get id dsa private key files read all bytes private key path path public key path paths get id dsa pub public key files read all bytes public key path either lines work why jsch add identity private key public key null jsch add identity private key null null session session jsch get session user host com session connect,class,"['java', 'sftp', 'jsch']",sftp
16601966,jsch jsch jsch session session jsch get session user host port session set password password session set config strict host key checking system println establishing connection session connect system println connection established system println crating sftp channel channel sftp sftp channel channel sftp session open channel sftp sftp channel connect system println sftp channel created input stream null get remote file sftp channel get pub system println read successful system println pub start string pub split start string length file name local write start string system println file name output stream file out file output stream file file name buf len len read buf file out write buf len system println wrote successfull close file out close sftp channel disconnect session disconnect,invalid,"['java', 'linux']",sftp
57172198,session create connection final sftp file system config builder proxy type proxy type builder get proxy type file system options string proxy user builder get proxy user file system options string proxy password builder get proxy password file system options proxy proxy null sftp file system config builder proxy http equals proxy type proxy create proxy http proxy host proxy port proxy http proxy set user passwd proxy user proxy password sftp file system config builder proxy socks5 equals proxy type proxy create proxy socks5 proxy host proxy port proxy socks5 proxy set user passwd proxy user proxy password sftp file system config builder proxy stream equals proxy type proxy create stream proxy proxy host proxy port file system options builder,invalid,"['java', 'java-8', 'proxy', 'apache-commons-vfs']",sftp
31372599,main activity activity string user username string pass password string host hostname port num string sftpworkingdir path file string file name create bundle saved instance state create saved instance state set content view layout activity main list view list list view find view by id id choose sound list view async task void void list string override list string in background void params execute remote command user pass host port num exception print stack trace null override post execute list string sound names array adapter string adapter array adapter string main activity android layout simple expandable list item android id text1 sound names list set adapter adapter list set on item click listener adapter view on item click listener override item click adapter view arg0 view arg1 position arg3 string new file name string list get item at position position file name new file name downloader file name show alert toast make text get application context downloaded file name toast length long show execute list string execute remote command string username string password string hostname port exception list string sound names array list string jsch jsch jsch session session jsch get session username hostname port session set password password avoid asking key confirmation properties prop properties prop put strict host key checking session set config prop session connect string command ls la awk print channel channel session open channel exec channel exec channel set command command channel exec channel set err stream system err input stream channel get input stream system println connect session channel connect string buffer buffer string buffer this recommended way read output tmp true available read tmp buffer append string tmp channel closed system println exit status channel get exit status thread sleep exception ee channel disconnect session disconnect scanner scanner scanner buffer string scanner next line string line scanner next line sound names add line log ssh line sound names downloader string file name jsch jsch jsch session session null channel channel null channel sftp sftp channel null session jsch get session user host port num session set config strict host key checking session set password pass session connect channel session open channel sftp channel connect sftp channel channel sftp channel sftp channel cd sftpworkingdir cd dir contains file buffer buffered input stream bis buffered input stream sftp channel get file name file path environment get external storage public directory environment directory documents file new file file path file name log dir new file output stream os file output stream new file buffered output stream bos buffered output stream os read count read count bis read buffer log downloading file name bos write buffer read count bis close bos close file not found exception print stack trace ioexception print stack trace log success file name downloaded sftp channel exit session disconnect jsch exception print stack trace sftp exception print stack trace override create options menu menu menu inflate menu adds items action bar present get menu inflater inflate menu menu main menu true,class,"['java', 'android', 'sftp', 'jsch']",sftp
45362706,spring boot application integration component scan enable auto configuration exclude data source auto configuration public demo application main string args spring application run demo application args bean session factory ls entry sftp session factory default sftp session factory factory default sftp session factory true factory set host localhost factory set port factory set user tester factory set password password factory set allow unknown keys true factory bean service activator input channel sftp channel message handler handler sftp message handler handler sftp message handler sftp session factory handler set remote directory expression literal expression handler messaging gateway my gateway gateway request channel sftp channel send to sftp file file,class,"['java', 'rest', 'spring-boot', 'spring-integration', 'spring-integration-sftp']",sftp
53937901,response entity response wrapper upload file request param uploads multipart file file exception file output stream fos file output stream outputfile zip aesencrypter aes encrypter aesencrypter bc aze aes zip file encrypter fos aes encrypter aze add file get original filename file get input stream test123 jsch ssh jsch session session ssh get session username servername config put strict host key checking session set config config session set password session connect channel channel session open channel sftp channel connect sftp channel sftp channel sftp channel put file get input stream storedfiles outputfile zip,function,"['java', 'zip', 'jsch']",sftp
31352325,android app activity import android os async task import android os bundle import android util log import android view menu import android view menu item import com jcraft jsch channel import com jcraft jsch channel sftp import com jcraft jsch jsch import com jcraft jsch jsch exception import com jcraft jsch session import com jcraft jsch sftp exception import java util list public main activity activity string user user string pass pass string host hostname port num string file name sample txt override create bundle saved instance state create saved instance state set content view layout activity main async task void void list string override list string in background void params downloader file name exception print stack trace null execute downloader string file name jsch jsch jsch session session null string known hosts dir home user jsch set known hosts known hosts dir jsch exception print stack trace session jsch get session user host port num session set config strict host key checking session set password pass session connect channel channel session open channel sftp channel connect channel sftp sftp channel channel sftp channel sftp channel get file name log file name downloaded sftp channel exit session disconnect jsch exception print stack trace sftp exception print stack trace,class,"['java', 'android', 'sftp', 'jsch', 'download']",sftp
32848818,client import com jcraft jsch channel sftp import com jcraft jsch jsch import com jcraft jsch jsch exception import com jcraft jsch session import com jcraft jsch sftp exception import java io ioexception import java io piped input stream import java io piped output stream public sftpcode sftpcode main string args sftpcode file transfer sftpcode jsch jsch jsch string host port string user username session session read jsch get session user host port session read connect session session write jsch get session user host port session write connect channel sftp channel read channel sftp session read open channel sftp channel read connect channel sftp channel write channel sftp session write open channel sftp channel write connect piped input stream pin piped input stream piped output stream pout piped output stream pin channel read rename users ibm admin desktop work connect one bancorp java work sftp house bmp users ibm admin desktop work connect one bancorp java work sftp house bmp channel read get users ibm admin desktop work connect one bancorp java work sftp house bmp pout channel write put pin users ibm admin desktop work connect one bancorp java work sftp house bmp channel read disconnect channel write disconnect session read disconnect session write disconnect jsch exception print stack trace sftp exception print stack trace ioexception print stack trace,class,"['java', 'sftp', 'jsch']",sftp
